,name,company,year,Price,kms_driven,fuel_type
5051,Chevrolet Beat LT,Chevrolet,2007,270000,7000,Diesel
5052,Mahindra Scorpio VLX,Mahindra,2007,270000,11000,Diesel
5053,Tata Indigo CS,Tata,2007,270000,12000,Diesel
5054,Toyota Corolla Altis,Toyota,2007,270000,15487,Petrol
5055,Honda City 1.5,Honda,2007,270000,21000,Petrol
5056,Maruti Suzuki Swift,Maruti,2007,270000,22000,Diesel
5057,Hyundai Eon Era,Hyundai,2007,270000,36000,Petrol
5058,Mahindra Scorpio S10,Mahindra,2007,270000,36000,Diesel
5059,Mahindra XUV500,Mahindra,2007,270000,37000,Diesel
5060,Honda Brio,Honda,2007,270000,38000,Petrol
5061,Ford Fiesta,Ford,2007,270000,38000,Diesel
5062,Honda Amaze,Honda,2007,270000,40000,Diesel
5063,Honda City,Honda,2007,270000,42000,Diesel
5064,Maruti Suzuki Wagon,Maruti,2007,270000,42000,Petrol
5065,Honda City,Honda,2007,270000,43000,Diesel
5066,Hyundai i20,Hyundai,2007,270000,45000,Petrol
5067,Tata Indigo eCS,Tata,2007,270000,45000,Diesel
5068,Hyundai Fluidic Verna,Hyundai,2007,270000,46000,Diesel
5069,Mahindra Quanto C8,Mahindra,2007,270000,50000,Diesel
5070,Fiat Petra ELX,Fiat,2007,270000,50000,Petrol
5071,Skoda Fabia 1.2L,Skoda,2007,270000,50000,Diesel
5072,Mini Cooper S,Mini,2007,270000,51000,Petrol
5073,Hyundai Santro Xing,Hyundai,2007,270000,51000,Petrol
5074,Maruti Suzuki Ciaz,Maruti,2007,270000,55000,Petrol
5075,Maruti Suzuki Zen,Maruti,2007,270000,55000,Petrol
5076,Honda City,Honda,2007,270000,56450,Petrol
5077,Hyundai Creta 1.6,Hyundai,2007,270000,65422,Petrol
5078,Mahindra Scorpio SLX,Mahindra,2007,270000,67000,Diesel
5079,Mahindra Scorpio SLE,Mahindra,2007,270000,69900,Diesel
5080,Toyota Innova 2.5,Toyota,2007,270000,70000,Diesel
5081,Maruti Suzuki Alto,Maruti,2007,270000,75000,Petrol
5082,Maruti Suzuki Wagon,Maruti,2007,270000,100800,Petrol
5083,Tata Nano Cx,Tata,2007,270000,166000,Petrol
5084,Maruti Suzuki Alto,Maruti,2008,269000,36200,Petrol
5085,Maruti Suzuki Wagon,Maruti,2008,269000,50000,Petrol
5086,Maruti Suzuki Swift,Maruti,2008,269000,55000,Petrol
5087,Tata Sumo Victa,Tata,2008,269000,90000,Diesel
5088,Maruti Suzuki Wagon,Maruti,2008,265000,60,Petrol
5089,Maruti Suzuki Alto,Maruti,2008,265000,1625,Petrol
5090,Volkswagen Passat Diesel,Volkswagen,2008,265000,3200,Diesel
5091,Renault Scala RxL,Renault,2008,265000,9800,Diesel
5092,Mahindra Quanto C8,Mahindra,2008,265000,12000,Diesel
5093,Hyundai Grand i10,Hyundai,2008,265000,14000,Petrol
5094,Hyundai i20 Active,Hyundai,2008,265000,16000,Petrol
5095,Mahindra Xylo E4,Mahindra,2008,265000,18000,Diesel
5096,Mahindra Jeep MM,Mahindra,2008,265000,22000,Diesel
5097,Renault Duster 110PS,Renault,2008,265000,23000,Diesel
5098,Mahindra Bolero SLE,Mahindra,2008,265000,23000,Diesel
5099,Force Motors Force,Force,2008,265000,25000,Diesel
5100,Maruti Suzuki SX4,Maruti,2008,265000,35000,Diesel
5101,Mahindra Jeep CL550,Mahindra,2008,265000,35000,Diesel
5102,Maruti Suzuki Alto,Maruti,2008,265000,37000,Petrol
5103,Mahindra Jeep CL550,Mahindra,2008,265000,40000,Diesel
5104,Toyota Etios,Toyota,2008,265000,40000,Diesel
5105,Volkswagen Polo,Volkswagen,2008,265000,42000,Diesel
5106,Honda City ZX,Honda,2008,265000,44000,Petrol
5107,Maruti Suzuki Wagon,Maruti,2008,265000,46000,Petrol
5108,Honda City VX,Honda,2008,265000,46000,Diesel
5109,Mahindra Thar CRDe,Mahindra,2008,265000,48000,Diesel
5110,Mitsubishi Pajero Sport,Mitsubishi,2008,265000,55000,Diesel
5111,Audi A4 1.8,Audi,2008,265000,55000,Petrol
5112,Mercedes Benz GLA,Mercedes,2008,265000,55000,Diesel
5113,Land Rover Freelander,Land,2008,265000,72000,Diesel
5114,Renault Kwid RXT,Renault,2008,265000,80200,Petrol
5115,Tata Aria Pleasure,Tata,2008,265000,100000,Diesel
5116,Mercedes Benz B,Mercedes,2009,260000,1600,Petrol
5117,Datsun GO T,Datsun,2009,260000,1800,Petrol
5118,Tata Indigo eCS,Tata,2009,260000,7000,Diesel
5119,Tata Indigo eCS,Tata,2009,260000,12500,Diesel
5120,Honda Jazz VX,Honda,2009,260000,14000,Petrol
5121,Honda Amaze 1.2,Honda,2009,260000,15000,Petrol
5122,Honda Amaze,Honda,2009,260000,20000,Diesel
5123,Honda City,Honda,2009,260000,22000,Petrol
5124,Honda City,Honda,2009,260000,22000,Diesel
5125,Honda Amaze,Honda,2009,260000,25000,Petrol
5126,Audi A4 1.8,Audi,2009,260000,25000,Petrol
5127,Force Motors Force,Force,2009,260000,27000,Diesel
5128,Mahindra Scorpio S4,Mahindra,2009,260000,29000,Diesel
5129,Hyundai i20 Active,Hyundai,2009,260000,34000,Diesel
5130,Mini Cooper S,Mini,2009,260000,44000,Petrol
5131,Maruti Suzuki Ciaz,Maruti,2009,260000,47000,Petrol
5132,Chevrolet Tavera Neo,Chevrolet,2009,260000,55000,Diesel
5133,Honda Amaze,Honda,2009,260000,56000,Diesel
5134,Hyundai Eon Sportz,Hyundai,2009,260000,120000,Petrol
5135,Tata Sumo Gold,Tata,2009,260000,400000,Diesel
5136,Maruti Suzuki Wagon,Maruti,2009,255000,9300,Petrol
5137,Maruti Suzuki Esteem,Maruti,2009,255000,13000,Petrol
5138,Maruti Suzuki Eeco,Maruti,2009,255000,39000,Petrol
5139,Chevrolet Enjoy 1.4,Chevrolet,2009,255000,45000,Diesel
5140,Hyundai i20 Asta,Hyundai,2009,255000,51000,Diesel
5141,Ford Figo Diesel,Ford,2009,255000,52000,Diesel
5142,Maruti Suzuki Eeco,Maruti,2009,255000,64000,Petrol
5143,Maruti Suzuki Ertiga,Maruti,2009,255000,70000,Petrol
5144,Maruti Suzuki Esteem,Maruti,2009,251111,13000,Petrol
5145,Maruti Suzuki Ritz,Maruti,2009,251111,13500,Petrol
5146,Maruti Suzuki Dzire,Maruti,2009,251111,44000,Petrol
5147,Maruti Suzuki Ritz,Maruti,2009,251111,45000,Diesel
5148,Maruti Suzuki SX4,Maruti,2009,251111,55000,Petrol
5149,Maruti Suzuki Wagon,Maruti,2009,251111,55000,Petrol
5150,Mini Cooper S,Mini,2009,251111,65000,Petrol
5151,Nissan Terrano XL,Nissan,2009,251111,97000,Diesel
5152,Renault Duster 85,Renault,2009,250000,2450,Diesel
5153,Renault Duster 85,Renault,2009,250000,6020,Diesel
5154,Renault Duster 85,Renault,2009,250000,6821,Diesel
5155,Maruti Suzuki Dzire,Maruti,2009,250000,9300,Petrol
5156,Renault Kwid RXT,Renault,2009,250000,14000,Petrol
5157,Maruti Suzuki Maruti,Maruti,2009,250000,18000,Petrol
5158,Renault Kwid 1.0,Renault,2009,250000,18500,Petrol
5159,Renault Lodgy 85,Renault,2009,250000,19000,Diesel
5160,Renault Scala RxL,Renault,2009,250000,20000,Diesel
5161,Hyundai Grand i10,Hyundai,2009,250000,20000,Petrol
5162,Maruti Suzuki Swift,Maruti,2009,250000,20000,Petrol
5163,Chevrolet Beat LS,Chevrolet,2009,250000,20000,Petrol
5164,Tata Indigo eCS,Tata,2009,250000,22000,Diesel
5165,Hyundai Santro Xing,Hyundai,2009,250000,23000,Petrol
5166,Hyundai Fluidic Verna,Hyundai,2009,250000,25000,Diesel
5167,Chevrolet Beat LS,Chevrolet,2009,250000,27000,Petrol
5168,Mahindra Quanto C8,Mahindra,2009,250000,30000,Diesel
5169,Fiat Petra ELX,Fiat,2009,250000,33000,Petrol
5170,Chevrolet Beat LS,Chevrolet,2009,250000,34580,Petrol
5171,Skoda Fabia 1.2L,Skoda,2009,250000,35000,Diesel
5172,Ford EcoSport Titanium,Ford,2009,250000,35000,Diesel
5173,Hyundai Accent GLX,Hyundai,2009,250000,35000,Petrol
5174,Mahindra TUV300 T4,Mahindra,2009,250000,35550,Diesel
5175,Mini Cooper S,Mini,2009,250000,38000,Petrol
5176,Mini Cooper S,Mini,2009,250000,38000,Petrol
5177,Tata Indica V2,Tata,2009,250000,39522,Petrol
5178,Mini Cooper S,Mini,2009,250000,40000,Petrol
5179,Tata Indigo CS,Tata,2009,250000,40000,Diesel
5180,Maruti Suzuki Swift,Maruti,2009,250000,40000,Petrol
5181,Mahindra Scorpio VLX,Mahindra,2009,250000,41000,Diesel
5182,Honda Accord,Honda,2009,250000,42000,Petrol
5183,Mahindra Scorpio S4,Mahindra,2009,250000,43000,Diesel
5184,Chevrolet Tavera Neo,Chevrolet,2009,250000,43000,Diesel
5185,Ford EcoSport Titanium,Ford,2009,250000,45000,Diesel
5186,Maruti Suzuki Ertiga,Maruti,2009,250000,46000,Diesel
5187,Honda Amaze,Honda,2009,250000,48000,Petrol
5188,Maruti Suzuki Dzire,Maruti,2009,250000,48000,Petrol
5189,Honda City,Honda,2009,250000,48508,Petrol
5190,Mahindra Scorpio 2.6,Mahindra,2009,250000,48508,Diesel
5191,Maruti Suzuki Dzire,Maruti,2009,250000,50000,Diesel
5192,Honda City,Honda,2009,250000,51000,Petrol
5193,Honda Mobilio,Honda,2009,250000,51000,Petrol
5194,Toyota Corolla Altis,Toyota,2009,250000,51000,Petrol
5195,Honda City,Honda,2009,250000,54870,Petrol
5196,Skoda Laura,Skoda,2009,250000,55000,Diesel
5197,Renault Duster,Renault,2009,250000,55000,Diesel
5198,Maruti Suzuki Ertiga,Maruti,2009,250000,55000,Diesel
5199,Maruti Suzuki Dzire,Maruti,2009,250000,55700,Diesel
5200,Mahindra XUV500,Mahindra,2009,250000,56000,Diesel
5201,Hyundai Verna Fluidic,Hyundai,2009,250000,56400,Diesel
5202,Maruti Suzuki Vitara,Maruti,2009,250000,58000,Diesel
5203,Maruti Suzuki Wagon,Maruti,2009,250000,60000,Petrol
5204,Mahindra Scorpio,Mahindra,2009,250000,60000,Diesel
5205,Honda Amaze,Honda,2009,250000,60000,Petrol
5206,Mahindra XUV500,Mahindra,2009,250000,60000,Diesel
5207,Mahindra Scorpio,Mahindra,2009,250000,65000,Diesel
5208,Skoda Laura,Skoda,2009,250000,65000,Diesel
5209,Volkswagen Polo,Volkswagen,2009,250000,73000,Diesel
5210,Hyundai Elite i20,Hyundai,2009,250000,75000,Petrol
5211,Tata Manza Aura,Tata,2009,250000,99000,Diesel
5212,Chevrolet Sail UVA,Chevrolet,2009,250000,99000,Petrol
5213,Renault Duster 110,Renault,2009,250000,111111,Diesel
5214,Hyundai Verna Fluidic,Hyundai,2009,250000,131000,Diesel
5215,Audi A4 2.0,Audi,2009,250000,200000,Diesel
5216,Hyundai Elantra SX,Hyundai,2009,249999,15000,Petrol
5217,Mahindra Scorpio VLX,Mahindra,2009,249999,23000,Diesel
5218,Mahindra KUV100 K8,Mahindra,2009,249999,36000,Diesel
5219,Renault Scala RxL,Renault,2009,249999,36000,Diesel
5220,Mahindra Quanto C8,Mahindra,2009,249999,38000,Diesel
5221,Hyundai Grand i10,Hyundai,2009,249999,43000,Petrol
5222,Hyundai i20 Active,Hyundai,2009,249999,45000,Petrol
5223,Mahindra Xylo E4,Mahindra,2009,249999,54500,Diesel
5224,Hyundai Grand i10,Hyundai,2010,245000,65,Petrol
5225,Hyundai i20,Hyundai,2010,245000,4000,Petrol
5226,Hyundai Eon,Hyundai,2010,245000,7000,Petrol
5227,Hyundai i10,Hyundai,2010,245000,7000,Petrol
5228,Hyundai i20 Active,Hyundai,2010,245000,7400,Diesel
5229,Datsun Redi GO,Datsun,2010,245000,9000,Petrol
5230,Toyota Etios Liva,Toyota,2010,245000,16934,Petrol
5231,Hyundai Accent,Hyundai,2010,245000,23000,Petrol
5232,Hyundai Verna,Hyundai,2010,245000,35000,Diesel
5233,Maruti Suzuki Swift,Maruti,2010,245000,40000,Diesel
5234,Toyota Fortuner,Toyota,2010,245000,47000,Diesel
5235,Hyundai i10 Sportz,Hyundai,2010,245000,50000,Petrol
5236,Mahindra Bolero Power,Mahindra,2010,245000,55000,Diesel
5237,Mahindra XUV500,Mahindra,2010,245000,60000,Diesel
5238,Honda City 1.5,Honda,2010,245000,60000,Petrol
5239,Chevrolet Spark LT,Chevrolet,2010,245000,65000,Petrol
5240,Mahindra Jeep MM,Mahindra,2010,245000,65000,Diesel
5241,Renault Duster 110PS,Renault,2010,245000,70000,Diesel
5242,Mahindra XUV500,Mahindra,2010,245000,72000,Diesel
5243,Tata Indigo eCS,Tata,2010,245000,100000,Diesel
5244,Mahindra Bolero SLE,Mahindra,2010,244999,40,Diesel
5245,Force Motors Force,Force,2010,244999,11000,Diesel
5246,Skoda Rapid Elegance,Skoda,2010,244999,22000,Diesel
5247,Tata Vista Quadrajet,Tata,2010,244999,35000,Diesel
5248,Maruti Suzuki Alto,Maruti,2010,244999,38000,Petrol
5249,Maruti Suzuki SX4,Maruti,2010,244999,38000,Diesel
5250,Maruti Suzuki Zen,Maruti,2010,244999,45000,Petrol
5251,Mahindra Jeep CL550,Mahindra,2010,244999,45000,Diesel
5252,Hyundai i10 Magna,Hyundai,2010,244999,50000,Petrol
5253,Maruti Suzuki Alto,Maruti,2010,244999,68000,Petrol
5254,Maruti Suzuki Swift,Maruti,2010,244999,75000,Diesel
5255,Honda City ZX,Honda,2010,244999,80000,Petrol
5256,Mahindra Jeep CL550,Mahindra,2010,240000,300,Diesel
5257,Mahindra Jeep MM,Mahindra,2010,240000,5000,Diesel
5258,Chevrolet Beat Diesel,Chevrolet,2010,240000,7000,Diesel
5259,Honda City 1.5,Honda,2010,240000,8000,Petrol
5260,Hyundai Verna 1.4,Hyundai,2010,240000,8000,Petrol
5261,Toyota Innova 2.5,Toyota,2010,240000,9000,Diesel
5262,Maruti Suzuki Maruti,Maruti,2010,240000,9000,Petrol
5263,Toyota Etios,Toyota,2010,240000,15000,Diesel
5264,Volkswagen Polo,Volkswagen,2010,240000,20000,Diesel
5265,Maruti Suzuki Swift,Maruti,2010,240000,29000,Diesel
5266,Hyundai Elite i20,Hyundai,2010,240000,35000,Diesel
5267,Maruti Suzuki Swift,Maruti,2010,240000,38000,Petrol
5268,Maruti Suzuki Versa,Maruti,2010,240000,40000,Petrol
5269,Tata Indigo LX,Tata,2010,240000,42000,Diesel
5270,Volkswagen Vento Konekt,Volkswagen,2010,240000,42590,Diesel
5271,Mercedes Benz C,Mercedes,2010,240000,45000,Petrol
5272,Maruti Suzuki Ertiga,Maruti,2010,240000,45000,Diesel
5273,Honda City,Honda,2010,240000,45000,Petrol
5274,Hyundai Santro Xing,Hyundai,2010,240000,45933,Petrol
5275,Maruti Suzuki Omni,Maruti,2010,240000,47000,Petrol
5276,Hyundai Sonata Transform,Hyundai,2010,240000,49000,Diesel
5277,Hyundai Elite i20,Hyundai,2010,240000,50000,Petrol
5278,Volkswagen Vento Konekt,Volkswagen,2010,240000,60000,Diesel
5279,Maruti Suzuki Alto,Maruti,2010,240000,68000,Petrol
5280,Maruti Suzuki Alto,Maruti,2010,240000,72000,Petrol
5281,Honda Jazz S,Honda,2010,240000,81876,Petrol
5282,Hyundai Grand i10,Hyundai,2010,240000,95000,Petrol
5283,Maruti Suzuki Zen,Maruti,2010,240000,104000,Petrol
5284,Mahindra Scorpio W,Mahindra,2010,240000,104000,Diesel
5285,Maruti Suzuki Alto,Maruti,2010,240000,129000,Petrol
5286,Hyundai Grand i10,Hyundai,2010,240000,160000,Diesel
5287,Mahindra XUV500 W8,Mahindra,2010,240000,400000,Diesel
5288,Hyundai Creta 1.6,Hyundai,2010,239999,20000,Petrol
5289,Hyundai i20 Magna,Hyundai,2010,239999,41000,Petrol
5290,Renault Duster 85,Renault,2010,239999,44000,Diesel
5291,Hyundai Grand i10,Hyundai,2010,239999,45000,Petrol
5292,Honda Brio V,Honda,2010,235000,2200,Petrol
5293,Mahindra TUV300 T4,Mahindra,2010,235000,16000,Diesel
5294,Chevrolet Spark LS,Chevrolet,2010,235000,16000,Petrol
5295,Mahindra TUV300 T8,Mahindra,2010,235000,30000,Diesel
5296,Maruti Suzuki Swift,Maruti,2010,235000,33000,Diesel
5297,Nissan X Trail,Nissan,2010,235000,39000,Diesel
5298,Maruti Suzuki Alto,Maruti,2010,235000,39000,Petrol
5299,Ford Ikon 1.3,Ford,2010,235000,44000,Petrol
5300,Toyota Fortuner 3.0,Toyota,2010,235000,46000,Diesel
5301,Tata Manza ELAN,Tata,2010,235000,60105,Petrol
5302,Mercedes Benz A,Mercedes,2010,235000,65000,Petrol
5303,Chevrolet Beat LS,Chevrolet,2010,235000,65000,Diesel
5304,Ford EcoSport Trend,Ford,2010,230000,65,Diesel
5305,Tata Indigo LS,Tata,2010,230000,4500,Diesel
5306,Hyundai i20 Magna,Hyundai,2010,230000,5000,Petrol
5307,Volkswagen Vento Highline,Volkswagen,2010,230000,8000,Diesel
5308,Renault Kwid RXT,Renault,2010,230000,23000,Petrol
5309,Ford EcoSport Titanium,Ford,2010,230000,34000,Diesel
5310,Honda Amaze 1.5,Honda,2011,230000,35000,Diesel
5311,Hyundai Verna 1.6,Hyundai,2011,230000,35000,Petrol
5312,BMW 5 Series,BMW,2011,230000,37000,Diesel
5313,Skoda Superb 1.8,Skoda,2011,230000,38200,Petrol
5314,Audi Q3 2.0,Audi,2011,230000,39000,Diesel
5315,Mahindra Bolero DI,Mahindra,2011,230000,40000,Diesel
5316,Mahindra Scorpio S10,Mahindra,2011,230000,41000,Diesel
5317,Ford Figo Duratorq,Ford,2011,230000,42000,Diesel
5318,Maruti Suzuki Wagon,Maruti,2011,230000,45000,Petrol
5319,Mahindra Logan Diesel,Mahindra,2011,230000,47000,Petrol
5320,Tata Nano GenX,Tata,2011,230000,49800,Petrol
5321,Mahindra TUV300 T4,Mahindra,2011,230000,50000,Diesel
5322,Mahindra TUV300 T4,Mahindra,2011,230000,52000,Diesel
5323,Hyundai Elite i20,Hyundai,2011,230000,55000,Petrol
5324,Hyundai Elite i20,Hyundai,2011,230000,55000,Petrol
5325,Honda City SV,Honda,2011,230000,55000,Petrol
5326,Maruti Suzuki Baleno,Maruti,2011,230000,55000,Petrol
5327,Ford Figo Petrol,Ford,2011,230000,57000,Petrol
5328,Mahindra Scorpio S10,Mahindra,2011,230000,58000,Diesel
5329,Honda City,Honda,2011,230000,70000,Petrol
5330,Hyundai Elite i20,Hyundai,2011,230000,73000,Petrol
5331,Maruti Suzuki Versa,Maruti,2011,230000,104000,Petrol
5332,Hyundai Eon Era,Hyundai,2011,230000,104000,Petrol
5333,Mitsubishi Pajero Sport,Mitsubishi,2011,230000,130000,Petrol
5334,Hyundai i10 Magna,Hyundai,2011,230000,160000,Petrol
5335,Toyota Corolla H2,Toyota,2011,230000,170000,Petrol
5336,Maruti Suzuki Swift,Maruti,2011,225000,73,Petrol
5337,Tata Indigo CS,Tata,2011,225000,2137,Diesel
5338,Mahindra Scorpio S10,Mahindra,2011,225000,12500,Diesel
5339,Mahindra Scorpio S10,Mahindra,2011,225000,13000,Diesel
5340,Hyundai Xcent Base,Hyundai,2011,225000,22000,Diesel
5341,Honda City,Honda,2011,225000,30000,Petrol
5342,Hyundai Accent Executive,Hyundai,2011,225000,32000,Petrol
5343,Maruti Suzuki Baleno,Maruti,2011,225000,35500,Petrol
5344,Tata Zest XE,Tata,2011,225000,40000,Diesel
5345,Maruti Suzuki Dzire,Maruti,2011,225000,40000,Diesel
5346,Tata Sumo Gold,Tata,2011,225000,40000,Diesel
5347,Toyota Corolla Altis,Toyota,2011,225000,40000,Petrol
5348,Maruti Suzuki Eeco,Maruti,2011,225000,45000,Diesel
5349,Toyota Fortuner 3.0,Toyota,2011,225000,46000,Diesel
5350,Mahindra XUV500 W6,Mahindra,2011,225000,48660,Diesel
5351,Tata Tigor Revotron,Tata,2011,225000,55000,Diesel
5352,Maruti Suzuki 800,Maruti,2011,225000,56400,Petrol
5353,Maruti Suzuki Ertiga,Maruti,2011,225000,58559,Petrol
5354,Maruti Suzuki Versa,Maruti,2011,225000,58559,Petrol
5355,Honda Mobilio S,Honda,2011,225000,68000,Diesel
5356,Maruti Suzuki Ertiga,Maruti,2011,225000,68000,Diesel
5357,Maruti Suzuki Vitara,Maruti,2011,225000,70000,Diesel
5358,Hyundai Verna 1.6,Hyundai,2011,225000,70000,Diesel
5359,Maruti Suzuki Swift,Maruti,2011,225000,75000,Petrol
5360,Toyota Fortuner 3.0,Toyota,2011,225000,95000,Diesel
5361,Maruti Suzuki Omni,Maruti,2011,225000,133000,Petrol
5362,Honda Amaze,Honda,2011,225000,160000,Diesel
5363,Tata Indica,Tata,2011,225000,160000,Petrol
5364,Hyundai Santro Xing,Hyundai,2011,224999,383,Petrol
5365,Maruti Suzuki Zen,Maruti,2011,224999,11000,Petrol
5366,Maruti Suzuki Wagon,Maruti,2011,224999,13000,Petrol
5367,Maruti Suzuki Wagon,Maruti,2011,224999,13000,Petrol
5368,Honda Brio VX,Honda,2011,224999,30000,Petrol
5369,Maruti Suzuki Zen,Maruti,2011,224999,30000,Petrol
5370,Maruti Suzuki Zen,Maruti,2011,224999,30000,Petrol
5371,Maruti Suzuki Wagon,Maruti,2011,224999,30000,Diesel
5372,Maruti Suzuki Alto,Maruti,2011,224999,38000,Petrol
5373,Renault Kwid RXT,Renault,2011,224999,45000,Petrol
5374,Tata Nano Lx,Tata,2011,224999,60000,Petrol
5375,Jaguar XE XE,Jaguar,2011,224999,90000,Petrol
5376,Hyundai Eon Magna,Hyundai,2011,220000,40,Petrol
5377,Honda City 1.5,Honda,2011,220000,9000,Petrol
5378,Hindustan Motors Ambassador,Hindustan,2011,220000,9000,Diesel
5379,Maruti Suzuki Ritz,Maruti,2011,220000,15141,Petrol
5380,Hyundai Grand i10,Hyundai,2011,220000,27000,Petrol
5381,Hyundai Eon D,Hyundai,2011,220000,30000,Petrol
5382,Maruti Suzuki Swift,Maruti,2011,220000,30000,Petrol
5383,Maruti Suzuki Wagon,Maruti,2011,220000,30874,Petrol
5384,Honda Amaze 1.2,Honda,2011,220000,32700,Petrol
5385,Maruti Suzuki Estilo,Maruti,2011,220000,32700,Petrol
5386,Maruti Suzuki Vitara,Maruti,2011,220000,33000,Diesel
5387,Maruti Suzuki Eeco,Maruti,2011,220000,35000,Petrol
5388,Hyundai Creta 1.6,Hyundai,2011,220000,36000,Petrol
5389,Mahindra Scorpio Vlx,Mahindra,2011,220000,37000,Diesel
5390,Maruti Suzuki Ertiga,Maruti,2011,220000,38000,Diesel
5391,Mitsubishi Lancer 1.8,Mitsubishi,2011,220000,38000,Petrol
5392,Maruti Suzuki Maruti,Maruti,2011,220000,38000,Petrol
5393,Maruti Suzuki Alto,Maruti,2011,220000,38200,Petrol
5394,Hyundai Grand i10,Hyundai,2011,220000,39000,Petrol
5395,Hyundai Eon D,Hyundai,2011,220000,43000,Petrol
5396,Ford Fiesta SXi,Ford,2011,220000,46000,Petrol
5397,Maruti Suzuki Ritz,Maruti,2011,220000,46000,Diesel
5398,Hyundai Verna Fluidic,Hyundai,2011,220000,46000,Diesel
5399,Maruti Suzuki Wagon,Maruti,2011,220000,47000,Petrol
5400,Maruti Suzuki Estilo,Maruti,2011,220000,50000,Petrol
5401,Audi A6 2.0,Audi,2011,220000,50000,Diesel
5402,Maruti Suzuki Wagon,Maruti,2011,220000,56000,Petrol
5403,Maruti Suzuki Wagon,Maruti,2011,220000,56000,Petrol
5404,Maruti Suzuki Wagon,Maruti,2011,220000,56450,Petrol
5405,Maruti Suzuki Alto,Maruti,2011,220000,58000,Petrol
5406,Maruti Suzuki Baleno,Maruti,2011,220000,59466,Petrol
5407,Hyundai Verna 1.6,Hyundai,2011,220000,60000,Petrol
5408,Maruti Suzuki Swift,Maruti,2011,220000,65000,Petrol
5409,Hyundai Getz Prime,Hyundai,2011,220000,120000,Petrol
5410,Hyundai Santro,Hyundai,2011,220000,129000,Petrol
5411,Hyundai Getz Prime,Hyundai,2011,220000,160000,Petrol
5412,Chevrolet Beat PS,Chevrolet,2011,220000,160000,Diesel
5413,Ford EcoSport Trend,Ford,2011,220000,170000,Petrol
5414,Maruti Suzuki Dzire,Maruti,2011,220000,175400,Petrol
5415,Hyundai Fluidic Verna,Hyundai,2011,220000,195000,Diesel
5416,Tata Indica V2,Tata,2011,219000,5000,Diesel
5417,BMW X1 xDrive20d,BMW,2011,219000,5000,Diesel
5418,Hyundai i20 Asta,Hyundai,2011,219000,24695,Petrol
5419,Honda City 1.5,Honda,2011,219000,43000,Petrol
5420,Tata Nano,Tata,2011,219000,56450,Petrol
5421,Chevrolet Cruze LTZ,Chevrolet,2011,219000,65000,Diesel
5422,Hyundai Verna Fluidic,Hyundai,2011,219000,104000,Diesel
5423,Maruti Suzuki Swift,Maruti,2011,219000,175430,Diesel
5424,Mahindra XUV500 W6,Mahindra,2011,215000,10000,Diesel
5425,Mahindra XUV500 W10,Mahindra,2011,215000,20000,Diesel
5426,Maruti Suzuki Alto,Maruti,2011,215000,25000,Petrol
5427,Hyundai Accent GLE,Hyundai,2011,215000,27000,Petrol
5428,Force Motors One,Force,2012,215000,34000,Diesel
5429,Maruti Suzuki Alto,Maruti,2012,215000,40000,Petrol
5430,Chevrolet Spark 1.0,Chevrolet,2012,215000,41000,Petrol
5431,Hyundai i10,Hyundai,2012,215000,45000,Petrol
5432,Toyota Etios Liva,Toyota,2012,215000,47000,Diesel
5433,Renault Duster 85PS,Renault,2012,215000,49000,Diesel
5434,Chevrolet Enjoy,Chevrolet,2012,215000,50000,Diesel
5435,Maruti Suzuki Alto,Maruti,2012,215000,50000,Petrol
5436,BMW 5 Series,BMW,2012,215000,56000,Petrol
5437,Toyota Etios Liva,Toyota,2012,215000,58000,Petrol
5438,Mahindra Jeep MM,Mahindra,2012,215000,62000,Diesel
5439,Chevrolet Beat LS,Chevrolet,2012,215000,65422,Diesel
5440,Chevrolet Cruze LTZ,Chevrolet,2012,215000,75000,Diesel
5441,Jeep Wrangler Unlimited,Jeep,2012,215000,90000,Diesel
5442,Maruti Suzuki Ertiga,Maruti,2012,215000,100000,Diesel
5443,Hyundai Verna VGT,Hyundai,2012,215000,400000,Diesel
5444,Maruti Suzuki Omni,Maruti,2012,210000,4000,Petrol
5445,Maruti Suzuki Celerio,Maruti,2012,210000,13500,Petrol
5446,Tata Zest Quadrajet,Tata,2012,210000,15000,Diesel
5447,Mahindra XUV500 W6,Mahindra,2012,210000,15000,Diesel
5448,Tata Indigo CS,Tata,2012,210000,15000,Diesel
5449,Hyundai i10 Era,Hyundai,2012,210000,19000,Petrol
5450,Tata Indigo eCS,Tata,2012,210000,22000,Diesel
5451,Tata Indigo LX,Tata,2012,210000,22000,Diesel
5452,Tata Indigo eCS,Tata,2012,210000,24530,Diesel
5453,Tata Indigo Marina,Tata,2012,210000,25000,Diesel
5454,Hyundai Xcent SX,Hyundai,2012,210000,25000,Diesel
5455,Hyundai Eon Magna,Hyundai,2012,210000,25000,Petrol
5456,Renault Duster 85,Renault,2012,210000,27000,Diesel
5457,Maruti Suzuki Alto,Maruti,2012,210000,30000,Petrol
5458,Tata Nano LX,Tata,2012,210000,32000,Petrol
5459,Renault Duster 110,Renault,2012,210000,32000,Diesel
5460,Maruti Suzuki Wagon,Maruti,2012,210000,35000,Petrol
5461,Maruti Suzuki Swift,Maruti,2012,210000,35000,Petrol
5462,Maruti Suzuki Ertiga,Maruti,2012,210000,35000,Diesel
5463,Maruti Suzuki Swift,Maruti,2012,210000,36000,Petrol
